owner_cik,owned_ticker,owned_company_name,ownership_value,shares_held,filing_date,relationship_type,network_layer,is_synthetic
0001364742,UNK_517,Company_0000723125,271918754.729418,3599150,2024-04-25,equity_ownership,ownership,
0001364742,UNK_389,Company_0001141391,116682903.79150581,4917763,2024-10-06,equity_ownership,ownership,
0001067983,UNK_932,Company_0001144967,586649282.9438558,9960856,2024-07-07,equity_ownership,ownership,
0000315066,UNK_604,Company_0000937966,163848090.3592183,4651264,2024-01-21,equity_ownership,ownership,
0001364742,UNK_903,Company_0000072971,93576947.17938484,4989327,2024-05-14,equity_ownership,ownership,
0001364742,UNK_618,Company_0000811809,246486124.60864455,9269147,2024-08-21,equity_ownership,ownership,
0000315066,UNK_545,Company_0001467373,524774500.94277096,9781239,2024-11-13,equity_ownership,ownership,
0001067983,UNK_625,Company_0001744489,417382286.6093302,6004137,2024-07-20,equity_ownership,ownership,
0001364742,UNK_8,Company_0000040545,18024501.014185876,3902090,2024-08-26,equity_ownership,ownership,
0000315066,UNK_143,Company_0000059478,530553037.2999709,9332596,2024-10-17,equity_ownership,ownership,
0000315066,UNK_725,Company_0000063908,251466150.10669225,4335470,2024-10-02,equity_ownership,ownership,
0001067983,UNK_766,Company_0002070829,181777596.362748,3699848,2024-05-04,equity_ownership,ownership,
0001067983,UNK_892,Company_0001341439,910428600.7104894,8702449,2024-04-04,equity_ownership,ownership,
0001364742,UNK_432,Company_0001067839,560166709.025609,7469954,2024-05-28,equity_ownership,ownership,
0000315066,UNK_430,Company_0001403161,72499013.79734619,222648,2024-03-23,equity_ownership,ownership,
0000315066,UNK_288,Company_0000001800,426750580.2290025,3005516,2024-06-25,equity_ownership,ownership,
0001364742,UNK_165,Company_0000804328,425034500.4936601,8974748,2024-06-08,equity_ownership,ownership,
0001364742,UNK_806,Company_0001094517,420449136.7484253,728137,2024-03-01,equity_ownership,ownership,
0000315066,UNK_120,Company_0001035267,683244763.0299122,6974577,2024-06-04,equity_ownership,ownership,
0001364742,UNK_84,Company_0001283699,73910435.91213766,6581177,2024-12-18,equity_ownership,ownership,
0001067983,UNK_546,Company_0001321655,66797361.694326766,3156452,2024-09-26,equity_ownership,ownership,
0001067983,UNK_526,Company_0000707549,657764281.3456742,4306276,2024-06-22,equity_ownership,ownership,
0001364742,UNK_289,Company_0001341439,430499440.6966476,8537582,2024-04-03,equity_ownership,ownership,
0001364742,UNK_723,Company_0001751008,368790413.16562295,3570043,2024-01-22,equity_ownership,ownership,
0000315066,UNK_714,Company_0001594805,375211064.3913536,4795977,2024-06-12,equity_ownership,ownership,
0000315066,UNK_425,Company_0001114448,841873799.9645659,9692543,2024-09-18,equity_ownership,ownership,
0000315066,UNK_419,Company_0000316709,464925114.91880035,680829,2024-04-25,equity_ownership,ownership,
0000315066,UNK_326,Company_0001594805,202895961.42767516,6208094,2024-06-07,equity_ownership,ownership,
0000315066,UNK_34,Company_0000070858,911332206.6708105,5321743,2024-07-23,equity_ownership,ownership,
0000315066,UNK_218,Company_0000006951,99614381.34675117,1238126,2024-02-04,equity_ownership,ownership,
0000315066,UNK_488,Company_0001075531,660959483.490311,3681645,2024-04-16,equity_ownership,ownership,
0001364742,UNK_335,Company_0000886982,842138945.4337105,345061,2024-10-13,equity_ownership,ownership,
0001067983,UNK_71,Company_0001045810,116185371.02509047,7690076,2024-12-05,equity_ownership,ownership,
0001364742,UNK_91,Company_0000012927,961897414.9544355,3357004,2024-03-02,equity_ownership,ownership,
0001364742,UNK_438,Company_0001467373,607457208.5195713,8311884,2024-06-17,equity_ownership,ownership,
0001364742,UNK_359,Company_0000896878,909553945.4736004,7809497,2024-04-21,equity_ownership,ownership,
0000315066,UNK_998,Company_0001737806,418378645.70408666,1147555,2024-03-28,equity_ownership,ownership,
0001067983,UNK_470,Company_0001551152,347625634.73488754,4536701,2024-08-04,equity_ownership,ownership,
0000315066,UNK_564,Company_0001730168,684782924.8771634,3595567,2024-08-28,equity_ownership,ownership,
0001067983,UNK_103,Company_0000050863,407148073.6153534,5459517,2024-05-21,equity_ownership,ownership,
0001364742,UNK_754,Company_0001035267,924666007.0551013,3056190,2024-07-18,equity_ownership,ownership,
0001364742,UNK_880,Company_0000034088,528748818.2305513,7792014,2024-04-14,equity_ownership,ownership,
0001364742,UNK_756,Company_0001000275,335116676.3741933,5117064,2024-04-14,equity_ownership,ownership,
0001364742,UNK_951,Company_0001467373,784594449.1654552,2583993,2024-10-04,equity_ownership,ownership,
0001364742,UNK_943,Company_0000077476,21984401.89214733,5177935,2024-01-18,equity_ownership,ownership,
0000315066,UNK_342,Company_0001114448,347856905.0329467,3776824,2024-12-28,equity_ownership,ownership,
0001067983,UNK_854,Company_0000034088,986128022.617329,4183794,2024-06-06,equity_ownership,ownership,
0000315066,UNK_74,Company_0000891478,796679915.3198092,404410,2024-09-08,equity_ownership,ownership,
0001364742,UNK_396,Company_0000064040,310834161.86228275,3478575,2024-04-08,equity_ownership,ownership,
0001067983,UNK_920,Company_0000707549,526092687.6675547,6969371,2024-10-02,equity_ownership,ownership,
0000315066,UNK_523,Company_0000002488,520363974.62044567,9478375,2024-05-13,equity_ownership,ownership,
0001364742,UNK_314,Company_0001393818,813172414.4342563,3143744,2024-12-26,equity_ownership,ownership,
0001364742,UNK_786,Company_0000040545,528849802.1761895,7910638,2024-02-06,equity_ownership,ownership,
0001364742,UNK_52,Company_0001108524,377020885.3061659,8979487,2024-09-20,equity_ownership,ownership,
0000315066,UNK_145,Company_0000004962,175103208.05559817,4665324,2024-11-16,equity_ownership,ownership,
0001364742,UNK_5,Company_0000097745,215773737.46915236,4897836,2024-05-24,equity_ownership,ownership,
0000315066,UNK_60,Company_0001035267,325161848.10708666,8300694,2024-04-10,equity_ownership,ownership,
0001364742,UNK_381,Company_0000811809,472086739.015296,9423876,2024-10-13,equity_ownership,ownership,
0001364742,UNK_471,Company_0000051143,689785793.2762357,1501697,2024-02-23,equity_ownership,ownership,
0000315066,UNK_143,Company_0000070858,341648829.6920497,5538309,2024-06-27,equity_ownership,ownership,
0000315066,UNK_439,Company_0000070858,882662298.3007985,6234635,2024-12-05,equity_ownership,ownership,
0001364742,UNK_300,Company_0000063908,52282178.651666254,3536632,2024-10-26,equity_ownership,ownership,
0001067983,UNK_457,Company_0001577552,893242828.2945945,1982147,2024-09-19,equity_ownership,ownership,
0000315066,UNK_892,Company_0000353278,683549651.5862833,4105380,2024-07-16,equity_ownership,ownership,
0000315066,UNK_676,Company_0000885725,663812387.184806,6037685,2024-01-19,equity_ownership,ownership,
0000315066,UNK_495,Company_0000040545,840404320.3824592,4730654,2024-05-19,equity_ownership,ownership,
0001364742,UNK_993,Company_0001114448,529080651.118639,4468136,2024-03-18,equity_ownership,ownership,
0001067983,UNK_536,Company_0001594805,829544747.8015674,7544942,2024-08-10,equity_ownership,ownership,
0001364742,UNK_639,Company_0001089113,439253652.28629726,7660454,2024-10-19,equity_ownership,ownership,
0000315066,UNK_935,Company_0000937966,236620270.90012148,8833614,2024-12-27,equity_ownership,ownership,
0001067983,UNK_590,Company_0000884394,853385503.5936346,2531146,2024-08-13,equity_ownership,ownership,
0000315066,UNK_908,Company_0001737806,348940367.4646447,3347225,2024-02-03,equity_ownership,ownership,
0001067983,UNK_694,Company_0001094517,257053345.35650262,4482220,2024-02-18,equity_ownership,ownership,
0000315066,UNK_404,Company_0000804328,289749541.6712739,4702294,2024-06-22,equity_ownership,ownership,
0001364742,UNK_569,Company_0000310764,662983999.6208173,1718651,2024-07-14,equity_ownership,ownership,
0000315066,UNK_365,Company_0001306965,672297015.3537704,5950990,2024-08-10,equity_ownership,ownership,
0001364742,UNK_877,Company_0000354950,904466618.0502733,9316402,2024-01-17,equity_ownership,ownership,
0001364742,UNK_684,Company_0002070829,833978699.1398482,210792,2024-07-10,equity_ownership,ownership,
0001067983,UNK_0,Company_0001018724,677741668.0488788,3428664,2024-07-09,equity_ownership,ownership,
0000315066,UNK_916,Company_0000896878,75693731.83714424,1880611,2024-07-08,equity_ownership,ownership,
0001364742,UNK_128,Company_0001596532,545443053.733567,8561982,2024-08-17,equity_ownership,ownership,
0001364742,UNK_454,Company_0000831001,94034575.04254885,5466058,2024-11-22,equity_ownership,ownership,
0000315066,UNK_225,Company_0001973239,790329884.2316144,2262473,2024-02-02,equity_ownership,ownership,
0001067983,UNK_808,Company_0001594805,604980745.1337163,5488536,2024-05-17,equity_ownership,ownership,
0001364742,UNK_499,Company_0001341439,674793282.9547831,2164270,2024-04-23,equity_ownership,ownership,
0001364742,UNK_716,Company_0001018724,119868354.4226086,9794844,2024-04-17,equity_ownership,ownership,
0000315066,UNK_579,Company_0000059478,723067056.103568,2898318,2024-06-03,equity_ownership,ownership,
0001067983,UNK_335,Company_0001596532,772039590.3800585,363404,2024-04-17,equity_ownership,ownership,
0000315066,UNK_57,Company_0001744489,53278391.10538799,8896257,2024-12-24,equity_ownership,ownership,
0001067983,UNK_738,Company_0001996810,58745505.67804398,8683506,2024-01-15,equity_ownership,ownership,
0000315066,UNK_711,Company_0001596532,279940850.7021146,9387669,2024-01-11,equity_ownership,ownership,
0001067983,UNK_219,Company_0000004962,450397851.1054286,5886943,2024-04-15,equity_ownership,ownership,
0000315066,UNK_434,Company_0002070829,572599705.6885575,8676575,2024-10-28,equity_ownership,ownership,
0001067983,UNK_757,Company_0000895421,468035262.86455184,2875500,2024-11-21,equity_ownership,ownership,
0001067983,UNK_976,Company_0000831001,571183184.4419055,8001385,2024-10-21,equity_ownership,ownership,
0000315066,UNK_490,Company_0000310764,290741231.0717103,8794880,2024-09-01,equity_ownership,ownership,
0001364742,UNK_128,Company_0000217410,629588736.6759516,4392652,2024-12-01,equity_ownership,ownership,
0001364742,UNK_243,Company_0001596532,816441710.9451842,9202644,2024-09-10,equity_ownership,ownership,
0000315066,UNK_889,Company_0001973239,463482155.0445031,4615047,2024-05-25,equity_ownership,ownership,
0001364742,UNK_803,Company_0000050863,966404593.0638947,2178747,2024-02-05,equity_ownership,ownership,
0001364742,UNK_811,Company_0001737806,631288610.1822356,9115221,2024-12-23,equity_ownership,ownership,
0001364742,UNK_221,Company_0000354950,493795208.94141144,3290665,2024-11-02,equity_ownership,ownership,
0001067983,UNK_480,Company_0001737806,37755261.5275723,7261470,2024-11-13,equity_ownership,ownership,
0001364742,UNK_690,Company_0001089113,187132672.1088403,2511082,2024-08-19,equity_ownership,ownership,
0001364742,UNK_636,Company_0001373715,622469937.304906,1017771,2024-03-08,equity_ownership,ownership,
0001067983,UNK_222,Company_0000707549,462660807.8112898,7763025,2024-01-19,equity_ownership,ownership,
0001364742,UNK_290,Company_0001744489,478010470.33510613,8823162,2024-10-14,equity_ownership,ownership,
0001364742,UNK_802,Company_0000732717,364969938.673171,5846044,2024-02-16,equity_ownership,ownership,
0000315066,UNK_49,Company_0001108524,357045279.621863,4136947,2024-04-26,equity_ownership,ownership,
0001364742,UNK_799,Company_0001075531,394833985.11119753,5746006,2024-06-27,equity_ownership,ownership,
0001067983,UNK_613,Company_0000064040,325111512.1280858,9220936,2024-12-23,equity_ownership,ownership,
0001067983,UNK_514,Company_0000064040,118011234.19856778,5154830,2024-11-12,equity_ownership,ownership,
0001067983,UNK_472,Company_0001075531,208422173.7213363,6669473,2024-06-08,equity_ownership,ownership,
0000315066,UNK_524,Company_0001973239,177778329.76794994,6027895,2024-12-14,equity_ownership,ownership,
0000315066,UNK_939,Company_0000050863,623182118.0826056,5168376,2024-03-06,equity_ownership,ownership,
0001067983,UNK_687,Company_0001751008,291748523.80471194,3042664,2024-06-21,equity_ownership,ownership,
0001067983,UNK_85,Company_0000001800,836948658.1345809,312085,2024-01-14,equity_ownership,ownership,
0001364742,UNK_694,Company_0000731766,665641092.0988812,9774058,2024-02-14,equity_ownership,ownership,
0001067983,UNK_431,Company_0000316709,997634011.5274236,2864788,2024-07-17,equity_ownership,ownership,
0001364742,UNK_676,Company_0001321655,941930367.665532,2029522,2024-10-22,equity_ownership,ownership,
0001364742,UNK_248,Company_0001065280,518252205.16375256,6738761,2024-07-09,equity_ownership,ownership,
0001364742,UNK_416,Company_0000896878,92472671.46524268,7102395,2024-08-20,equity_ownership,ownership,
0001364742,UNK_721,Company_0001413329,875278954.2822341,5790255,2024-12-20,equity_ownership,ownership,
0000315066,UNK_301,Company_0000354950,880710731.9988297,8937822,2024-08-20,equity_ownership,ownership,
0000315066,UNK_589,Company_0000217410,605966936.0316874,6715706,2024-01-02,equity_ownership,ownership,
0001067983,UNK_980,Company_0000909832,26171604.088534687,6194556,2024-03-07,equity_ownership,ownership,
0001067983,UNK_957,Company_0000018230,706558721.3532593,9333386,2024-11-04,equity_ownership,ownership,
0000315066,UNK_873,Company_0000886982,729117241.7809349,7813726,2024-09-28,equity_ownership,ownership,
0001364742,UNK_104,Company_0001543151,877596733.7462759,3349560,2024-10-26,equity_ownership,ownership,
0000315066,UNK_480,Company_0001751008,30499282.930341575,9891862,2024-03-17,equity_ownership,ownership,
0001067983,UNK_10,Company_0001141391,296122490.4144252,3357467,2024-09-12,equity_ownership,ownership,
0001364742,UNK_127,Company_0000104169,561849013.0801548,5254065,2024-11-12,equity_ownership,ownership,
0000315066,UNK_903,Company_0000310158,100714955.56967261,1569681,2024-06-10,equity_ownership,ownership,
0001364742,UNK_936,Company_0001075531,735329128.5079783,6563672,2024-03-17,equity_ownership,ownership,
0001364742,UNK_906,Company_0000104169,337772282.8422078,4201325,2024-12-25,equity_ownership,ownership,
0001364742,UNK_345,Company_0001594805,571869754.3857995,757737,2024-06-05,equity_ownership,ownership,
0001364742,UNK_370,Company_0000820313,971174803.5673213,1896469,2024-03-20,equity_ownership,ownership,
0000315066,UNK_690,Company_0000732717,121867021.8548705,2416748,2024-08-07,equity_ownership,ownership,
0001364742,UNK_735,Company_0001341439,749075249.9033798,1354126,2024-10-23,equity_ownership,ownership,
0001067983,UNK_103,Company_0001144967,200119684.00564447,864607,2024-11-26,equity_ownership,ownership,
0001364742,UNK_474,Company_0001341439,201066731.6680449,9069835,2024-03-22,equity_ownership,ownership,
0001067983,UNK_733,Company_0001751008,69271216.10079433,2069888,2024-12-24,equity_ownership,ownership,
0000315066,UNK_564,Company_0000318154,620767219.1550761,9148210,2024-12-21,equity_ownership,ownership,
0001364742,UNK_246,Company_0001577552,861853780.8398474,7784267,2024-08-13,equity_ownership,ownership,
0001364742,UNK_0,Company_0001094517,418204891.34154665,7183981,2024-10-01,equity_ownership,ownership,
0000315066,UNK_382,Company_0002070829,911450414.8971016,4193444,2024-10-12,equity_ownership,ownership,
0001364742,UNK_941,Company_0000937966,638576618.5416169,405449,2024-08-03,equity_ownership,ownership,
0000315066,UNK_734,Company_0000318154,964922561.7197808,5615433,2024-05-01,equity_ownership,ownership,
0000315066,UNK_286,Company_0000891478,296864675.8232115,8990487,2024-06-15,equity_ownership,ownership,
0000315066,UNK_419,Company_0000040545,697779220.256534,5745924,2024-06-15,equity_ownership,ownership,
0000315066,UNK_990,Company_0001413329,668499664.6284612,4070864,2024-01-07,equity_ownership,ownership,
0000315066,UNK_546,Company_0000858877,872683704.6096082,3676601,2024-06-19,equity_ownership,ownership,
0000315066,UNK_238,Company_0000077476,513418851.3129593,8543296,2024-10-08,equity_ownership,ownership,
0001364742,UNK_529,Company_0001283699,352370382.22983813,7609463,2024-03-16,equity_ownership,ownership,
0001364742,UNK_435,Company_0001306965,537823097.2457305,9717213,2024-11-01,equity_ownership,ownership,
0001067983,UNK_71,Company_0001045810,121391714.0196331,7293185,2024-04-21,equity_ownership,ownership,
0001364742,UNK_102,Company_0000723125,162140395.4647929,2619693,2024-09-11,equity_ownership,ownership,
0000315066,UNK_865,Company_0000753308,536664138.0638295,9991227,2024-01-23,equity_ownership,ownership,
